id	County	rgo_code	RGOCodeSt	rgo_code_no	name	SPMMMSANAME		Color
20207	Woodson County	KS04	KS	04	Southeast Kansas Regional Planning Commission	0	#N/A	#CCD6EB
21001	Adair County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21005	Anderson County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21007	Ballard County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21009	Barren County	KY02	KY	02	Barren River Area Development District	0	#N/A	#AE76A6
21011	Bath County	KY08	KY	08	Gateway Area Development DIstrict	0	#N/A	#2D363C
21013	Bell County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21021	Boyle County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21025	Breathitt County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21027	Breckinridge County	KY12	KY	12	Lincoln Trail Area Development District	0	#N/A	#DAC0D6
21033	Caldwell County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21035	Calloway County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21039	Carlisle County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21041	Carroll County	KY15	KY	15	Northern Kentucky Area Development District	0	#N/A	#F5F6FA
21043	Carter County	KY07	KY	07	Fivco Area Development District	0	#N/A	#30212E
21045	Casey County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21051	Clay County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21053	Clinton County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21055	Crittenden County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21057	Cumberland County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21063	Elliott County	KY07	KY	07	Fivco Area Development District	0	#N/A	#30212E
21065	Estill County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21069	Fleming County	KY05	KY	05	Buffalo Trace Area Development District	0	#N/A	#E9ECF5
21071	Floyd County	KY15	KY	15	Northern Kentucky Area Development District	0	#N/A	#F5F6FA
21073	Franklin County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21075	Fulton County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21079	Garrard County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21083	Graves County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21085	Grayson County	KY12	KY	12	Lincoln Trail Area Development District	0	#N/A	#DAC0D6
21087	Green County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21095	Harlan County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21097	Harrison County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21099	Hart County	KY02	KY	02	Barren River Area Development District	0	#N/A	#AE76A6
21105	Hickman County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21107	Hopkins County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21109	Jackson County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21115	Johnson County	KY03	KY	03	Big Sandy Area Development District	0	#N/A	#A3C3D9
21119	Knott County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21121	Knox County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21125	Laurel County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21127	Lawrence County	KY07	KY	07	Fivco Area Development District	0	#N/A	#30212E
21129	Lee County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21131	Leslie County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21133	Letcher County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21135	Lewis County	KY05	KY	05	Buffalo Trace Area Development District	0	#N/A	#E9ECF5
21137	Lincoln County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21139	Livingston County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21141	Logan County	KY02	KY	02	Barren River Area Development District	0	#N/A	#AE76A6
21143	Lyon County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21145	McCracken County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21147	McCreary County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21151	Madison County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21153	Magoffin County	KY03	KY	03	Big Sandy Area Development District	0	#N/A	#A3C3D9
21155	Marion County	KY12	KY	12	Lincoln Trail Area Development District	0	#N/A	#DAC0D6
21157	Marshall County	KY14	KY	14	Purchase Area Development District	0	#N/A	#E7ECF5
21159	Martin County	KY03	KY	03	Big Sandy Area Development District	0	#N/A	#A3C3D9
21161	Mason County	KY05	KY	05	Buffalo Trace Area Development District	0	#N/A	#E9ECF5
21165	Menifee County	KY08	KY	08	Gateway Area Development DIstrict	0	#N/A	#2D363C
21167	Mercer County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21169	Metcalfe County	KY02	KY	02	Barren River Area Development District	0	#N/A	#AE76A6
21171	Monroe County	KY02	KY	02	Barren River Area Development District	0	#N/A	#AE76A6
21173	Montgomery County	KY08	KY	08	Gateway Area Development DIstrict	0	#N/A	#2D363C
21175	Morgan County	KY08	KY	08	Gateway Area Development DIstrict	0	#N/A	#2D363C
21177	Muhlenberg County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21179	Nelson County	KY12	KY	12	Lincoln Trail Area Development District	0	#N/A	#DAC0D6
21181	Nicholas County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21183	Ohio County	KY09	KY	09	Green River Area Development District	0	#N/A	#383B41
21187	Owen County	KY15	KY	15	Northern Kentucky Area Development District	0	#N/A	#F5F6FA
21189	Owsley County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21193	Perry County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
21195	Pike County	KY03	KY	03	Big Sandy Area Development District	0	#N/A	#A3C3D9
21197	Powell County	KY04	KY	04	Bluegrass Area Development District	0	#N/A	#CCD6EB
21199	Pulaski County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21201	Robertson County	KY05	KY	05	Buffalo Trace Area Development District	0	#N/A	#E9ECF5
21203	Rockcastle County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21205	Rowan County	KY08	KY	08	Gateway Area Development DIstrict	0	#N/A	#2D363C
21207	Russell County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21213	Simpson County	KY02	KY	02	Barren River Area Development District	0	#N/A	#AE76A6
21217	Taylor County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21219	Todd County	KY13	KY	13	Pennyrile Area Development District	0	#N/A	#D5E3ED
21225	Union County	KY09	KY	09	Green River Area Development District	0	#N/A	#383B41
21229	Washington County	KY12	KY	12	Lincoln Trail Area Development District	0	#N/A	#DAC0D6
21231	Wayne County	KY11	KY	11	Lake Cumberland Area Development District	0	#N/A	#D0A5B1
21233	Webster County	KY09	KY	09	Green River Area Development District	0	#N/A	#383B41
21235	Whitley County	KY06	KY	06	Cumberland Valley Area Development District	0	#N/A	#2A1018
21237	Wolfe County	KY10	KY	10	Kentucky River Area Development District	0	#N/A	#404143
22003	Allen Parish	LA05	LA	05	Imperial Calcasieu Regional Planning and Development District	0	#N/A	#E9ECF5
22007	Assumption Parish	LA03	LA	03	South Central Planning and Development Commission	0	#N/A	#A3C3D9
22009	Avoyelles Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	0	#N/A	#2A1018
22011	Beauregard Parish	LA05	LA	05	Imperial Calcasieu Regional Planning and Development District	0	#N/A	#E9ECF5
22013	Bienville Parish	LA07	LA	07	Coordinating and Development District	0	#N/A	#30212E
22021	Caldwell Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22025	Catahoula Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	0	#N/A	#2A1018
22027	Claiborne Parish	LA07	LA	07	Coordinating and Development District	0	#N/A	#30212E
22029	Concordia Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	0	#N/A	#2A1018
22035	East Carroll Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22039	Evangeline Parish	LA04	LA	04	Acadiana Planning Commission	0	#N/A	#CCD6EB
22041	Franklin Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22049	Jackson Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22053	Jefferson Davis Parish	LA05	LA	05	Imperial Calcasieu Regional Planning and Development District	0	#N/A	#E9ECF5
22059	LaSalle Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	0	#N/A	#2A1018
22061	Lincoln Parish	LA07	LA	07	Coordinating and Development District	0	#N/A	#30212E
22065	Madison Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22067	Morehouse Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22069	Natchitoches Parish	LA07	LA	07	Coordinating and Development District	0	#N/A	#30212E
22081	Red River Parish	LA07	LA	07	Coordinating and Development District	0	#N/A	#30212E
22083	Richland Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22085	Sabine Parish	LA07	LA	07	Coordinating and Development District	0	#N/A	#30212E
22097	St. Landry Parish	LA04	LA	04	Acadiana Planning Commission	0	#N/A	#CCD6EB
22101	St. Mary Parish	LA03	LA	03	South Central Planning and Development Commission	0	#N/A	#A3C3D9
22107	Tensas Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22115	Vernon Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	0	#N/A	#2A1018
22117	Washington Parish	LA01	LA	01	Capital Region Planning Commission	0	#N/A	#993955
22123	West Carroll Parish	LA08	LA	08	Northern Delta Regional Planning and Development District	0	#N/A	#2D363C
22127	Winn Parish	LA06	LA	06	Kisatchie-Delta Regional Planning and Development District	0	#N/A	#2A1018
23003	Aroostook County	ME06	ME	06	Northern Maine Development Commission	0	#N/A	#2A1018
23007	Franklin County	ME04	ME	04	Androscoggin Valley Council of Governments	0	#N/A	#CCD6EB
23009	Hancock County	ME09	ME	09	Eastern Maine Development Commission	0	#N/A	#383B41
23011	Kennebec County	ME02	ME	02	Kennebec Valley Council of Governments	0	#N/A	#AE76A6
23013	Knox County	ME05	ME	05	Mid-Coast Regional Planning Commission	0	#N/A	#E9ECF5
23015	Lincoln County	ME08	ME	08	Lincoln County Regional Planning Commission	0	#N/A	#2D363C
23017	Oxford County	ME04	ME	04	Androscoggin Valley Council of Governments	0	#N/A	#CCD6EB
23021	Piscataquis County	ME09	ME	09	Eastern Maine Development Commission	0	#N/A	#383B41
23025	Somerset County	ME02	ME	02	Kennebec Valley Council of Governments	0	#N/A	#AE76A6
23027	Waldo County	ME05	ME	05	Mid-Coast Regional Planning Commission	0	#N/A	#E9ECF5
23029	Washington County	ME06	ME	06	Northern Maine Development Commission	0	#N/A	#2A1018
24011	Caroline County	MD04	MD	04	Midshore Regional Council	0	#N/A	#CCD6EB
24019	Dorchester County	MD04	MD	04	Midshore Regional Council	0	#N/A	#CCD6EB
24023	Garrett County	MD02	MD	02	Tri County Council for Western Maryland	0	#N/A	#AE76A6
24029	Kent County	MD03	MD	03	Upper Shore Regional Council	0	#N/A	#A3C3D9
24041	Talbot County	MD04	MD	04	Midshore Regional Council	0	#N/A	#CCD6EB
26001	Alcona County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26003	Alger County	MI11	MI	11	Central Upper Penisula Planning and Development Commission	0	#N/A	#D0A5B1
26005	Allegan County	MI13	MI	13	Western Michigan Regional Planning Commission	0	#N/A	#D5E3ED
26007	Alpena County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26009	Antrim County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26011	Arenac County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26013	Baraga County	MI05	MI	05	Western Upper Penisula Regional Planning and Development Region	0	#N/A	#E9ECF5
26019	Benzie County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26023	Branch County	MI03	MI	03	Southcentral Michigan Planning Council	0	#N/A	#A3C3D9
26029	Charlevoix County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26031	Cheboygan County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26033	Chippewa County	MI14	MI	14	Eastern Upper Penisula Regional Planning and Development Commission	0	#N/A	#E7ECF5
26035	Clare County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26039	Crawford County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26041	Delta County	MI11	MI	11	Central Upper Penisula Planning and Development Commission	0	#N/A	#D0A5B1
26043	Dickinson County	MI11	MI	11	Central Upper Penisula Planning and Development Commission	0	#N/A	#D0A5B1
26047	Emmet County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26051	Gladwin County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26053	Gogebic County	MI05	MI	05	Western Upper Penisula Regional Planning and Development Region	0	#N/A	#E9ECF5
26055	Grand Traverse County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26057	Gratiot County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26059	Hillsdale County	MI02	MI	02	Region 2 Planning Commission	0	#N/A	#AE76A6
26061	Houghton County	MI05	MI	05	Western Upper Penisula Regional Planning and Development Region	0	#N/A	#E9ECF5
26063	Huron County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26067	Ionia County	MI13	MI	13	Western Michigan Regional Planning Commission	0	#N/A	#D5E3ED
26069	Iosco County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26071	Iron County	MI05	MI	05	Western Upper Penisula Regional Planning and Development Region	0	#N/A	#E9ECF5
26073	Isabella County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26079	Kalkaska County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26083	Keweenaw County	MI05	MI	05	Western Upper Penisula Regional Planning and Development Region	0	#N/A	#E9ECF5
26085	Lake County	MI12	MI	12	West Michigan Shoreline Regional Development Commission	0	#N/A	#DAC0D6
26089	Leelanau County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26091	Lenawee County	MI02	MI	02	Region 2 Planning Commission	0	#N/A	#AE76A6
26095	Luce County	MI14	MI	14	Eastern Upper Penisula Regional Planning and Development Commission	0	#N/A	#E7ECF5
26097	Mackinac County	MI14	MI	14	Eastern Upper Penisula Regional Planning and Development Commission	0	#N/A	#E7ECF5
26101	Manistee County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26103	Marquette County	MI11	MI	11	Central Upper Penisula Planning and Development Commission	0	#N/A	#D0A5B1
26105	Mason County	MI12	MI	12	West Michigan Shoreline Regional Development Commission	0	#N/A	#DAC0D6
26107	Mecosta County	MI13	MI	13	Western Michigan Regional Planning Commission	0	#N/A	#D5E3ED
26109	Menominee County	MI11	MI	11	Central Upper Penisula Planning and Development Commission	0	#N/A	#D0A5B1
26113	Missaukee County	MI10	MI	10	Networks Northwest	0	#N/A	#404143
26119	Montmorency County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26123	Newaygo County	MI12	MI	12	West Michigan Shoreline Regional Development Commission	0	#N/A	#DAC0D6
26127	Oceana County	MI12	MI	12	West Michigan Shoreline Regional Development Commission	0	#N/A	#DAC0D6
26129	Ogemaw County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26131	Ontonagon County	MI05	MI	05	Western Upper Penisula Regional Planning and Development Region	0	#N/A	#E9ECF5
26133	Osceola County	MI13	MI	13	Western Michigan Regional Planning Commission	0	#N/A	#D5E3ED
26135	Oscoda County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26137	Otsego County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26141	Presque Isle County	MI09	MI	09	Northeast Michigan Council of Governments	0	#N/A	#383B41
26143	Roscommon County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26149	St. Joseph County	MI03	MI	03	Southcentral Michigan Planning Council	0	#N/A	#A3C3D9
26151	Sanilac County	MI07	MI	07	East Michigan Council of Governments	0	#N/A	#30212E
26153	Schoolcraft County	MI11	MI	11	Central Upper Penisula Planning and Development Commission	0	#N/A	#D0A5B1
26155	Shiawassee County	MI99	MI	99	Unattached	0	#N/A	#F5F6FA
