id	County	rgo_code	RGOCodeSt	rgo_code_no	name	SPMMMSANAME		Color
29135	Moniteau County	MO09	MO	09	Mid-Missouri Regional Planning Commission	MO09	Jefferson City, MO	#383B41
29145	Newton County	MO13	MO	13	Harry S. Truman Coordinating Council	MO13	Joplin, MO	#D5E3ED
29151	Osage County	MO12	MO	12	Meramec Regional Planning Commission	MO09	Jefferson City, MO	#DAC0D6
29167	Polk County	MO14	MO	14	Southwest Missouri Council of Governments	MO14	Springfield, MO	#E7ECF5
29183	St. Charles County	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL	#993955
29189	St. Louis County	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL	#993955
29219	Warren County	MO10	MO	10	Boonslick Regional Planning Commission	MO01	St. Louis, MO-IL	#404143
29225	Webster County	MO14	MO	14	Southwest Missouri Council of Governments	MO14	Springfield, MO	#E7ECF5
29510	St. Louis, City of[18]	MO01	MO	01	East-West Gateway Council of Governments	MO01	St. Louis, MO-IL	#993955
30009	Carbon County	MT05	MT	05	Beartooth Resource Conservation and Development District	MT05	Billings, MT	#E9ECF5
30013	Cascade County	MT04	MT	04	Sweetgrass Development District	MT04	Great Falls, MT	#CCD6EB
30037	Golden Valley County	MT09	MT	09	Snowy Mountain Development Corporation	MT05	Billings, MT	#383B41
30063	Missoula County	MT50	MT	50	None	MT50	Missoula, MT	#D0A5B1
30111	Yellowstone County	MT05	MT	05	Beartooth Resource Conservation and Development District	MT05	Billings, MT	#E9ECF5
31025	Cass County	NE06	NE	06	Southeast Nebraska Development Districts	NE01	Omaha-Council Bluffs, NE-IA	#2A1018
31051	Dixon County	NE07	NE	07	Northeast Nebraska Economic Developmet District	IW12	Sioux City, IA-NE-SD	#30212E
31055	Douglas County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA	#993955
31079	Hall County	NE05	NE	05	South Central Economic Development District	NE05	Grand Island, NE	#E9ECF5
31081	Hamilton County	NE05	NE	05	South Central Economic Development District	NE05	Grand Island, NE	#E9ECF5
31093	Howard County	NE05	NE	05	South Central Economic Development District	NE05	Grand Island, NE	#E9ECF5
31109	Lancaster County	NE50	NE	50	None	NE50	Lincoln, NE	#2D363C
31121	Merrick County	NE05	NE	05	South Central Economic Development District	NE05	Grand Island, NE	#E9ECF5
31153	Sarpy County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA	#993955
31155	Saunders County	NE06	NE	06	Southeast Nebraska Development Districts	NE01	Omaha-Council Bluffs, NE-IA	#2A1018
31159	Seward County	NE06	NE	06	Southeast Nebraska Development Districts	NE50	Lincoln, NE	#2A1018
31177	Washington County	NE01	NE	01	Omaha-Council Bluffs Metropolitan Planning Agency	NE01	Omaha-Council Bluffs, NE-IA	#993955
32003	Clark County	NV50	NV	50	Southern Nevada Regional Planning Coalition	NV50	Las Vegas-Henderson-Paradise, NV	#AE76A6
32029	Storey County	NV01	NV	01	Western Nevada Development District	NV01	Reno, NV	#993955
32031	Washoe County	NV01	NV	01	Western Nevada Development District	NV01	Reno, NV	#993955
32510	Carson City, Consolidated Municipality of[19]	NV01	NV	01	Western Nevada Development District	NV01	Carson City, NV	#993955
33011	Hillsborough County	NH04	NH	04	Southern New Hampshire Planning Commission	NH04	Manchester-Nashua, NH	#CCD6EB
33015	Rockingham County	NH01	NH	01	Rockingham Planning Commission	MA09	Boston-Cambridge-Newton, MA-NH	#993955
33017	Strafford County	NH02	NH	02	Stratford Regional Planning Commission	MA09	Boston-Cambridge-Newton, MA-NH	#AE76A6
34001	Atlantic County	NJ51	NJ	51	South Jersey Transportation Planning Organization	NJ51	Atlantic City-Hammonton, NJ	#AE76A6
34003	Bergen County	NJ50	NJ	50	North Jersey Transportation Planning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34005	Burlington County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
34007	Camden County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
34009	Cape May County	NJ51	NJ	51	South Jersey Transportation Planning Organization	NJ51	Ocean City, NJ	#AE76A6
34011	Cumberland County	NJ51	NJ	51	South Jersey Transportation Planning Organization	NJ51	Vineland-Bridgeton, NJ	#AE76A6
34013	Essex County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34015	Gloucester County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
34017	Hudson County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34019	Hunterdon County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34021	Mercer County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Trenton, NJ	#993955
34023	Middlesex County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34025	Monmouth County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34027	Morris County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34029	Ocean County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34031	Passaic County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34033	Salem County	NJ51	NJ	51	South Jersey Transportation Planning Organization	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#AE76A6
34035	Somerset County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34037	Sussex County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34039	Union County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	NY51	New York-Newark-Jersey City, NY-NJ-PA	#993955
34041	Warren County	NJ50	NJ	50	North Jersey Transportation Plnning Authority	PA04	Allentown-Bethlehem-Easton, PA-NJ	#993955
35001	Bernalillo County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM	#993955
35013	Doña Ana County	NM05	NM	05	South Central Council of Governments	NM05	Las Cruces, NM	#E9ECF5
35013	Doña Ana County	TX08	TX	08	South Central Council of Governments	NM05	Las Cruces, NM	#2D363C
35043	Sandoval County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM	#993955
35045	San Juan County	NM02	NM	02	Northwest New Mexico Council of Governments	NM02	Farmington, NM	#AE76A6
35049	Santa Fe County	NM06	NM	06	North Central New Mexico EDD and COG	NM06	Santa Fe, NM	#2A1018
35057	Torrance County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM	#993955
35061	Valencia County	NM01	NM	01	Mid-Region Council of Governments of New Mexico	NM01	Albuquerque, NM	#993955
36001	Albany County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY	#993955
36005	Bronx County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36007	Broome County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY08	Binghamton, NY	#2D363C
36015	Chemung County	NY02	NY	02	Southern Tier Central Planning and Development Board	NY02	Elmira, NY	#AE76A6
36027	Dutchess County	NY54	NY	54	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#D5E3ED
36029	Erie County	NY52	NY	52	none	NY52	Buffalo-Cheektowaga-Niagara Falls, NY	#D0A5B1
36043	Herkimer County	NY05	NY	05	Mohawk Valley Economic Development District	NY05	Utica-Rome, NY	#E9ECF5
36045	Jefferson County	NY53	NY	53	None	NY53	Watertown-Fort Drum, NY	#DAC0D6
36047	Kings County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36051	Livingston County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY	#A3C3D9
36053	Madison County	NY04	NY	04	Central New York Regional Planning and Development Board	NY04	Syracuse, NY	#CCD6EB
36055	Monroe County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY	#A3C3D9
36059	Nassau County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36061	New York County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36063	Niagara County	NY52	NY	52	none	NY52	Buffalo-Cheektowaga-Niagara Falls, NY	#D0A5B1
36065	Oneida County	NY05	NY	05	Mohawk Valley Economic Development District	NY05	Utica-Rome, NY	#E9ECF5
36067	Onondaga County	NY04	NY	04	Central New York Regional Planning and Development Board	NY04	Syracuse, NY	#CCD6EB
36069	Ontario County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY	#A3C3D9
36071	Orange County	NY55	NY	55	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#E7ECF5
36073	Orleans County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY	#A3C3D9
36075	Oswego County	NY04	NY	04	Central New York Regional Planning and Development Board	NY04	Syracuse, NY	#CCD6EB
36079	Putnam County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36081	Queens County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36083	Rensselaer County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY	#993955
36085	Richmond County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36087	Rockland County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36091	Saratoga County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY	#993955
36093	Schenectady County	NY01	NY	01	Capital District Planning Commission	NY01	Albany-Schenectady-Troy, NY	#993955
36095	Schoharie County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY01	Albany-Schenectady-Troy, NY	#2D363C
36103	Suffolk County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36107	Tioga County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY08	Binghamton, NY	#2D363C
36109	Tompkins County	NY08	NY	08	Southern Tier East Regional Planning Development Board	NY08	Ithaca, NY	#2D363C
36111	Ulster County	NY50	NY	50	none	NY50	Kingston, NY	#383B41
36113	Warren County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	NY07	Glens Falls, NY	#30212E
36115	Washington County	NY07	NY	07	Lake Champlain-Lake George Regional Planning Board	NY07	Glens Falls, NY	#30212E
36117	Wayne County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY	#A3C3D9
36119	Westchester County	NY51	NY	51	none	NY51	New York-Newark-Jersey City, NY-NJ-PA	#404143
36123	Yates County	NY03	NY	03	Genesee Finger Lakes Regional Planning Council	NY03	Rochester, NY	#A3C3D9
37001	Alamance County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Burlington, NC	#AE76A6
37003	Alexander County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC	#2D363C
37019	Brunswick County	NC13	NC	13	Cape Fear Council of Governments	SC10	Myrtle Beach-Conway-North Myrtle Beach, SC-NC	#D5E3ED
37021	Buncombe County	NC05	NC	05	Land-of-Sky Regional Council	NC05	Asheville, NC	#E9ECF5
37023	Burke County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC	#2D363C
37025	Cabarrus County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37027	Caldwell County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC	#2D363C
37035	Catawba County	NC08	NC	08	Western Piedmont Council of Governments	NC08	Hickory-Lenoir-Morganton, NC	#2D363C
37037	Chatham County	NC03	NC	03	Triangle J Council of Governments	NC03	Durham-Chapel Hill, NC	#A3C3D9
37049	Craven County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	New Bern, NC	#E7ECF5
37051	Cumberland County	NC11	NC	11	Mid-Carolina Council of Governments	NC11	Fayetteville, NC	#D0A5B1
37053	Currituck County	NC16	NC	16	Albemarle Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC	 #987981
37057	Davidson County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC	#AE76A6
37059	Davie County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC	#AE76A6
37063	Durham County	NC03	NC	03	Triangle J Council of Governments	NC03	Durham-Chapel Hill, NC	#A3C3D9
37065	Edgecombe County	NC10	NC	10	Upper Coastal Plain Council of Governments	NC10	Rocky Mount, NC	#404143
37067	Forsyth County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC	#AE76A6
37069	Franklin County	NC09	NC	09	Kerr-Tar Council of Governments	NC03	Raleigh, NC	#383B41
37071	Gaston County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37073	Gates County	NC16	NC	16	Albemarle Commission	VA01	Virginia Beach-Norfolk-Newport News, VA-NC	 #987981
37081	Guilford County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Greensboro-High Point, NC	#AE76A6
37087	Haywood County	NC04	NC	04	Southwestern Commission	NC05	Asheville, NC	#CCD6EB
37089	Henderson County	NC05	NC	05	Land-of-Sky Regional Council	NC05	Asheville, NC	#E9ECF5
37093	Hoke County	NC12	NC	12	Lumber River Council of Governments	NC11	Fayetteville, NC	#DAC0D6
37097	Iredell County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37101	Johnston County	NC03	NC	03	Triangle J Council of Governments	NC03	Raleigh, NC	#A3C3D9
37103	Jones County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	New Bern, NC	#E7ECF5
37109	Lincoln County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37115	Madison County	NC05	NC	05	Land-of-Sky Regional Council	NC05	Asheville, NC	#E9ECF5
37119	Mecklenburg County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37127	Nash County	NC10	NC	10	Upper Coastal Plain Council of Governments	NC10	Rocky Mount, NC	#404143
37129	New Hanover County	NC13	NC	13	Cape Fear Council of Governments	NC13	Wilmington, NC	#D5E3ED
37135	Orange County	NC03	NC	03	Triangle J Council of Governments	NC03	Durham-Chapel Hill, NC	#A3C3D9
37137	Pamlico County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	New Bern, NC	#E7ECF5
37141	Pender County	NC13	NC	13	Cape Fear Council of Governments	NC13	Wilmington, NC	#D5E3ED
37147	Pitt County	NC15	NC	15	Mid-East Commission	NC15	Greenville, NC	#F5F6FA
37151	Randolph County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Greensboro-High Point, NC	#AE76A6
37157	Rockingham County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Greensboro-High Point, NC	#AE76A6
37159	Rowan County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37169	Stokes County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC	#AE76A6
37179	Union County	NC01	NC	01	Centralina Council of Governments	NC01	Charlotte-Concord-Gastonia, NC-SC	#993955
37183	Wake County	NC03	NC	03	Triangle J Council of Governments	NC03	Raleigh, NC	#A3C3D9
37191	Wayne County	NC14	NC	14	Eastern Carolina Council of Governments	NC14	Goldsboro, NC	#E7ECF5
37197	Yadkin County	NC02	NC	02	Piedmont Triad Regional Council	NC02	Winston-Salem, NC	#AE76A6
38015	Burleigh County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND	#AE76A6
38017	Cass County	ND01	ND	01	Lake Agassiz Regional Council	ND01	Fargo, ND-MN	#993955
38059	Morton County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND	#AE76A6
38065	Oliver County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND	#AE76A6
38085	Sioux County	ND02	ND	02	Lewis and Clark Regional Development Council	ND02	Bismarck, ND	#AE76A6
39003	Allen County	OH50	OH	50	None	OH50	Lima, OH	#DAC0D6
39013	Belmont County	WV10	WV	10	Belomar Regional Council	WV10	Wheeling, WV-OH	#404143
39015	Brown County	OH09	OH	09	Ohio Valley Regional Development Commission	OH01	Cincinnati, OH-KY-IN	#383B41
39017	Butler County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
39019	Carroll County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Canton-Massillon, OH	#AE76A6
39023	Clark County	OH51	OH	51	NONE	OH51	Springfield, OH	#D5E3ED
39025	Clermont County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
39035	Cuyahoga County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH	#A3C3D9
39041	Delaware County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39045	Fairfield County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39049	Franklin County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39051	Fulton County	OH10	OH	10	Maumee Valley Planning Organization	OH06	Toledo, OH	#404143
39055	Geauga County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH	#A3C3D9
39057	Greene County	OH05	OH	05	Miami Valley Regional Planning Commission	OH05	Dayton, OH	#E9ECF5
39061	Hamilton County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
39073	Hocking County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	OH04	Columbus, OH	#2D363C
39081	Jefferson County	WV11	WV	11	Brooke-Hancock Regional Council	WV11	Weirton-Steubenville, WV-OH	#D0A5B1
39085	Lake County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH	#A3C3D9
39087	Lawrence County	OH09	OH	09	Ohio Valley Regional Development Commission	WV03	Huntington-Ashland, WV-KY-OH	#383B41
39089	Licking County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39093	Lorain County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH	#A3C3D9
39095	Lucas County	OH06	OH	06	Toledo Metropolitan Area Council of Governments	OH06	Toledo, OH	#2A1018
39097	Madison County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39099	Mahoning County	OH07	OH	07	Eastgate Regional Council of Governments	OH07	Youngstown-Warren-Boardman, OH-PA	#30212E
39103	Medina County	OH03	OH	03	Northeast Ohio Areawide Coordinating Agency	OH03	Cleveland-Elyria, OH	#A3C3D9
39109	Miami County	OH05	OH	05	Miami Valley Regional Planning Commission	OH05	Dayton, OH	#E9ECF5
39113	Montgomery County	OH05	OH	05	Miami Valley Regional Planning Commission	OH05	Dayton, OH	#E9ECF5
39117	Morrow County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39127	Perry County	OH08	OH	08	Buckeye Hills - Hocking Valley Regional Development District	OH04	Columbus, OH	#2D363C
39129	Pickaway County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39133	Portage County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Akron, OH	#AE76A6
39139	Richland County	OH53	OH	53	NONE	OH53	Mansfield, OH	#F5F6FA
39151	Stark County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Canton-Massillon, OH	#AE76A6
39153	Summit County	OH02	OH	02	Northeast Ohio Four County Regional Planning and Development Organization	OH02	Akron, OH	#AE76A6
39155	Trumbull County	OH07	OH	07	Eastgate Regional Council of Governments	OH07	Youngstown-Warren-Boardman, OH-PA	#30212E
39159	Union County	OH04	OH	04	Mid-Ohio Regional Planning Commission	OH04	Columbus, OH	#CCD6EB
39165	Warren County	OH01	OH	01	Ohio-Kentucky-Indiana Regional Council of Governments	OH01	Cincinnati, OH-KY-IN	#993955
39173	Wood County	OH06	OH	06	Toledo Metropolitan Area Council of Governments	OH06	Toledo, OH	#2A1018
40017	Canadian County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK	#993955
40027	Cleveland County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK	#993955
40031	Comanche County	OK05	OK	05	Association of South Central Oklahoma Governments	OK05	Lawton, OK	#E9ECF5
40033	Cotton County	OK05	OK	05	Association of South Central Oklahoma Governments	OK05	Lawton, OK	#E9ECF5
40037	Creek County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK	#AE76A6
40051	Grady County	OK05	OK	05	Association of South Central Oklahoma Governments	OK01	Oklahoma City, OK	#E9ECF5
40079	Le Flore County	OK07	OK	07	Kiamichi Economic Development District of Oklahoma	AR03	Fort Smith, AR-OK	#30212E
40081	Lincoln County	OK11	OK	11	Central Oklahoma Economic Development District	OK01	Oklahoma City, OK	#D0A5B1
40083	Logan County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK	#993955
40087	McClain County	OK05	OK	05	Association of South Central Oklahoma Governments	OK01	Oklahoma City, OK	#E9ECF5
40109	Oklahoma County	OK01	OK	01	Association of Central Oklahoma Governments	OK01	Oklahoma City, OK	#993955
40113	Osage County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK	#AE76A6
40117	Pawnee County	OK11	OK	11	Central Oklahoma Economic Development District	OK02	Tulsa, OK	#D0A5B1
40131	Rogers County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK	#AE76A6
40135	Sequoyah County	OK08	OK	08	Estern Oklahoma Development District	AR03	Fort Smith, AR-OK	#2D363C
40143	Tulsa County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK	#AE76A6
40145	Wagoner County	OK02	OK	02	Indian Nations Council of Governments	OK02	Tulsa, OK	#AE76A6
41003	Benton County	OR06	OR	06	Oregon Cascades West Council of Governments	OR06	Corvallis, OR	#E9ECF5
41005	Clackamas County	OR75	OR	75	Portland Metro	OR75	Portland-Vancouver-Hillsboro, OR-WA	#D0A5B1
41009	Columbia County	OR10	OR	10	Columbia-Pacific Economic Development District	OR75	Portland-Vancouver-Hillsboro, OR-WA	#383B41
41017	Deschutes County	OR02	OR	02	Central Oregon Intergovernmental Council	OR02	Bend-Redmond, OR	#993955
41029	Jackson County	OR07	OR	07	Rogue Valley Council of Governments	OR07	Medford, OR	#2A1018
41033	Josephine County	OR07	OR	07	Rogue Valley Council of Governments	OR07	Grants Pass, OR	#2A1018
41039	Lane County	OR03	OR	03	Lane Council of Governments	OR03	Eugene, OR	#AE76A6
41043	Linn County	OR06	OR	06	Oregon Cascades West Council of Governments	OR06	Albany, OR	#E9ECF5
41047	Marion County	OR05	OR	05	Mid-Willamette Valley Council of Governments	OR05	Salem, OR	#CCD6EB
41051	Multnomah County	OR75	OR	75	Portland Metro	OR75	Portland-Vancouver-Hillsboro, OR-WA	#D0A5B1
41053	Polk County	OR05	OR	05	Mid-Willamette Valley Council of Governments	OR05	Salem, OR	#CCD6EB
41067	Washington County	OR75	OR	75	Portland Metro	OR75	Portland-Vancouver-Hillsboro, OR-WA	#D0A5B1
41071	Yamhill County	OR05	OR	05	Mid-Willamette Valley Council of Governments	OR75	Portland-Vancouver-Hillsboro, OR-WA	#CCD6EB
42001	Adams County	PA50	PA	50	NONE	PA50	Gettysburg, PA	#D0A5B1
42003	Allegheny County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42005	Armstrong County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42007	Beaver County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42011	Berks County	PA51	PA	51	NONE	PA51	Reading, PA	#DAC0D6
42013	Blair County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	PA05	Altoona, PA	#E9ECF5
42017	Bucks County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
42019	Butler County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42021	Cambria County	PA05	PA	05	Southern Alleghenies Planning & Development Commission	PA05	Johnstown, PA	#E9ECF5
42025	Carbon County	PA07	PA	07	Northeastern Pennsylvania Alliance	PA04	Allentown-Bethlehem-Easton, PA-NJ	#30212E
42027	Centre County	PA06	PA	06	SEDA Council of Governments	PA06	State College, PA	#2A1018
42029	Chester County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
42037	Columbia County	PA06	PA	06	SEDA Council of Governments	PA06	Bloomsburg-Berwick, PA	#2A1018
42041	Cumberland County	PA03	PA	03	Tri-County Regional Planning Commission 	PA03	Harrisburg-Carlisle, PA	#A3C3D9
42043	Dauphin County	PA03	PA	03	Tri-County Regional Planning Commission 	PA03	Harrisburg-Carlisle, PA	#A3C3D9
42045	Delaware County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
42049	Erie County	PA08	PA	08	Northwest Commission	PA08	Erie, PA	#2D363C
42051	Fayette County	PA02	PA	02	Southwestern Pennsylvania Commission	PA02	Pittsburgh, PA	#AE76A6
42055	Franklin County	PA52	PA	52	NONE	PA52	Chambersburg-Waynesboro, PA	#D5E3ED
42071	Lancaster County	PA53	PA	53	NONE	PA53	Lancaster, PA	#E7ECF5
42075	Lebanon County	PA54	PA	54	NONE	PA54	Lebanon, PA	#F5F6FA
42077	Lehigh County	PA04	PA	04	Lehigh Valley Planning Commission	PA04	Allentown-Bethlehem-Easton, PA-NJ	#CCD6EB
42081	Lycoming County	PA06	PA	06	SEDA Council of Governments	PA06	Williamsport, PA	#2A1018
42085	Mercer County	PA08	PA	08	Northwest Commission	OH07	Youngstown-Warren-Boardman, OH-PA	#2D363C
42089	Monroe County	PA07	PA	07	Northeastern Pennsylvania Alliance	PA07	East Stroudsburg, PA	#30212E
42091	Montgomery County	PA01	PA	01	Delaware Valley Regional Planning Commission	PA01	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	#993955
42093	Montour County	PA06	PA	06	SEDA Council of Governments	PA06	Bloomsburg-Berwick, PA	#2A1018
42095	Northampton County	PA04	PA	04	Lehigh Valley Planning Commission	PA04	Allentown-Bethlehem-Easton, PA-NJ	#CCD6EB
42099	Perry County	PA03	PA	03	Tri-County Regional Planning Commission 	PA03	Harrisburg-Carlisle, PA	#A3C3D9
